generic_name,drug_name,num_claims,total_cost
ONABOTULINUMTOXINA,BOTOX,7987,10137763.000000006
ONDANSETRON,ONDANSETRON ODT,571851,13658840.750000006
ONDANSETRON,ZOFRAN ODT,90,181705.66999999998
ONDANSETRON HCL,ONDANSETRON HCL,1295788,32003389.97000011
ONDANSETRON HCL,ZOFRAN,208,423997.26999999996
ONDANSETRON HCL/PF,ONDANSETRON HCL,12939,258673.9199999999
OPIUM TINCTURE,OPIUM TINCTURE,2840,1839144.1700000004
OPIUM/BELLADONNA ALKALOIDS,BELLADONNA-OPIUM,47,36176.89
ORLISTAT,XENICAL,400,208247.45
ORPHENADRINE CITRATE,ORPHENADRINE CITRATE,37968,1317540.6999999993
OSELTAMIVIR PHOSPHATE,TAMIFLU,290596,38194463.989999965
OXACILLIN SODIUM,OXACILLIN SODIUM,719,447872.21
"OXACILLIN SODIUM/DEXTROSE,ISO",OXACILLIN,26,7871.139999999999
OXALIPLATIN,OXALIPLATIN,905,1453891.83
OXANDROLONE,OXANDROLONE,5261,3490388.3999999976
OXAPROZIN,DAYPRO,139,40821.1
OXAPROZIN,OXAPROZIN,33636,4687203.690000002
OXAZEPAM,OXAZEPAM,51315,2963872.7799999975
OXCARBAZEPINE,OXCARBAZEPINE,817735,32571298.459999904
OXCARBAZEPINE,OXTELLAR XR,5353,2753882.519999998
OXCARBAZEPINE,TRILEPTAL,13408,10292825.569999984
OXICONAZOLE NITRATE,OXISTAT,1716,971916.3499999997
OXYBUTYNIN,GELNIQUE,1613,471792.1500000002
OXYBUTYNIN,OXYTROL,4601,2066478.0100000012
OXYBUTYNIN CHLORIDE,DITROPAN XL,808,192005.70999999993
OXYBUTYNIN CHLORIDE,GELNIQUE,3457,1052045.250000001
OXYBUTYNIN CHLORIDE,OXYBUTYNIN CHLORIDE,2089853,68760657.31000017
OXYBUTYNIN CHLORIDE,OXYBUTYNIN CHLORIDE ER,2303560,126535193.63000058
OXYCODONE HCL,OXYCODONE HCL,6221913,246481969.2000002
OXYCODONE HCL,OXYCODONE HCL ER,29774,18683352.859999985
OXYCODONE HCL,OXYCONTIN,1474809,807154703.0999914
OXYCODONE HCL,ROXICODONE,1848,2427638.3799999994
OXYCODONE HCL/ACETAMINOPHEN,ENDOCET,220835,17512965.52999999
OXYCODONE HCL/ACETAMINOPHEN,OXYCODONE-ACETAMINOPHEN,9070877,477694486.54000324
OXYCODONE HCL/ACETAMINOPHEN,PERCOCET,13635,20067760.37000004
OXYCODONE HCL/ACETAMINOPHEN,PRIMLEV,52,72308.89
OXYCODONE HCL/ACETAMINOPHEN,ROXICET,79,1102.96
OXYCODONE HCL/ACETAMINOPHEN,XARTEMIS XR,837,187856.98
OXYCODONE HCL/ASPIRIN,OXYCODONE HCL-ASPIRIN,3903,340056.21999999986
OXYMETHOLONE,ANADROL-50,271,670120.0499999999
OXYMORPHONE HCL,OPANA,332,411200.32000000007
OXYMORPHONE HCL,OPANA ER,207066,119737242.31999962
OXYMORPHONE HCL,OXYMORPHONE HCL,42617,10683086.840000018
OXYMORPHONE HCL,OXYMORPHONE HCL ER,113802,38349861.84999999
PACLITAXEL,PACLITAXEL,1274,130342.42999999996
PACLITAXEL PROTEIN-BOUND,ABRAXANE,399,1767846.1400000004
PALBOCICLIB,IBRANCE,16197,161793813.92999998
PALIPERIDONE,INVEGA,218548,221778037.15000013
PALIPERIDONE,PALIPERIDONE ER,5448,4499744.010000002
PALIPERIDONE PALMITATE,INVEGA SUSTENNA,361882,587444889.3500005
PALIPERIDONE PALMITATE,INVEGA TRINZA,1202,6098380.839999999
PALONOSETRON HCL,ALOXI,2158,1817747.91
PAMIDRONATE DISODIUM,PAMIDRONATE DISODIUM,379,18545.119999999995
PANITUMUMAB,VECTIBIX,116,559438.32
PANOBINOSTAT LACTATE,FARYDAK,125,914815.1299999999
PANTOPRAZOLE SODIUM,PANTOPRAZOLE SODIUM,12302659,167352356.23000377
PANTOPRAZOLE SODIUM,PROTONIX,38434,9176603.349999998
PANTOPRAZOLE SODIUM,PROTONIX IV,1669,89848.98
PAPAVERINE HCL,PAPAVERINE HCL,699,24773.909999999996
PARATHYROID HORMONE,NATPARA,83,667917.52
PAREGORIC,PAREGORIC,360,96590.83999999998
PARENTERAL AMINO ACID 10% NO.1,AMINOSYN II,14,1733.48
PARENTERAL AMINO ACID 10% NO.4,FREAMINE III,11,777.06
PARENTERAL AMINO ACID 10% NO.6,TRAVASOL,2857,426756.4300000001
PARENTERAL AMINO ACID 15% NO.1,AMINO ACIDS,107,5674.74
PARENTERAL AMINO ACID 15% NO.1,CLINISOL,17912,2321891.5699999994
PARENTERAL AMINO ACID 15% NO.2,AMINOSYN II,236,17012.71
PARENTERAL AMINO ACID 20% NO.1,PROSOL,153343,30796118.860000014
PARICALCITOL,PARICALCITOL,87625,18787218.30000004
PARICALCITOL,ZEMPLAR,1017,344003.2700000001
PAROMOMYCIN SULFATE,PAROMOMYCIN SULFATE,95,14662.31
PAROXETINE HCL,PAROXETINE HCL,4194822,69855585.67000021
PAROXETINE HCL,PAXIL,6052,1425601.2099999986
PAROXETINE HCL,PAXIL CR,4140,843393.1200000005
PAROXETINE MESYLATE,BRISDELLE,1678,282856.54000000015
PAROXETINE MESYLATE,PEXEVA,2048,731077.4700000002
PASIREOTIDE DIASPARTATE,SIGNIFOR,57,722503.97
PAZOPANIB HCL,VOTRIENT,8164,60320711.46000001
PEDI M.VIT NO.17 WITH FLUORIDE,MULTI-VITAMIN WITH FLUORIDE,11,167.53
PEDI M.VIT NO.17 WITH FLUORIDE,MULTIVITAMIN WITH FLUORIDE,162,2179.13
PEDI MV #75/FLUORIDE/IRON,MULTIVITAMINS W-FLUORIDE-IRON,11,231.71
PEDI MVI NO.12/SODIUM FLUORIDE,MVC-FLUORIDE,24,278.28
PEDI MVI NO.16 WITH FLUORIDE,MULTIVITAMINS WITH FLUORIDE,26,214.73000000000002
"PEG 3350-BOWEL 2,TWO PART PREP",SUCLEAR,241,16066.260000000002
"PEG 3350/NA SULF,BICARB,CL/KCL",COLYTE WITH FLAVOR PACKETS,221,5321.95
"PEG 3350/NA SULF,BICARB,CL/KCL",COLYTE WITH FLAVOR PACKS,424,20567.749999999996
"PEG 3350/NA SULF,BICARB,CL/KCL",GAVILYTE-C,134352,2059625.080000001
"PEG 3350/NA SULF,BICARB,CL/KCL",GAVILYTE-G,199817,2759886.7699999977
"PEG 3350/NA SULF,BICARB,CL/KCL",GOLYTELY,7156,91898.56000000001
"PEG 3350/NA SULF,BICARB,CL/KCL",PEG 3350-ELECTROLYTE,126903,1284963.6100000048
"PEG 3350/NA SULF,BICARB,CL/KCL",PEG-3350 AND ELECTROLYTES,81981,1125183.6700000023
PEG3350/SOD SUL/NACL/ASB/C/KCL,MOVIPREP,198565,16061188.569999978
PEGADEMASE BOVINE,ADAGEN,12,1193561.8
PEGFILGRASTIM,NEULASTA,6310,36517858.21999999
PEGINTERFERON ALFA-2A,PEGASYS,662,2066996.42
PEGINTERFERON ALFA-2A,PEGASYS PROCLICK,27,119360.92
PEGINTERFERON ALFA-2B,PEGINTRON,24,53798.810000000005
PEGINTERFERON ALFA-2B,PEGINTRON REDIPEN,88,152764.0
PEGINTERFERON ALFA-2B,SYLATRON,215,1492202.0000000002
PEGINTERFERON BETA-1A,PLEGRIDY,463,2474414.120000001
PEGINTERFERON BETA-1A,PLEGRIDY PEN,6035,35001804.92000005
PEGVISOMANT,SOMAVERT,1215,12026789.809999999
PEMBROLIZUMAB,KEYTRUDA,143,1521550.87
PEMETREXED DISODIUM,ALIMTA,856,3937567.0400000005
PEN G BENZ/PEN G PROCAINE,BICILLIN C-R,1324,107451.86
PEN G POT/DEXTROSE-WATER,PENICILLIN GK-ISO-OSM DEXTROSE,30,13670.240000000002
"PEN NEEDLE, DIABETIC",1ST TIER UNIFINE PENTIPS,1433,32247.830000000005
"PEN NEEDLE, DIABETIC",1ST TIER UNIFINE PENTIPS PLUS,119,2900.58
"PEN NEEDLE, DIABETIC",ADVOCATE PEN NEEDLES,858,39509.05999999998
"PEN NEEDLE, DIABETIC",BD ULTRA-FINE PEN NEEDLE,2481282,122431393.66000019
"PEN NEEDLE, DIABETIC",CAREFINE PEN NEEDLE,47,689.8399999999999
"PEN NEEDLE, DIABETIC",CLICKFINE,21495,454019.1400000004
"PEN NEEDLE, DIABETIC",COMFORT EZ,13608,662959.0399999998
"PEN NEEDLE, DIABETIC",EASY COMFORT PEN NEEDLES,18301,931843.5800000007
"PEN NEEDLE, DIABETIC",EASY TOUCH PEN NEEDLE,59307,1557034.3999999953
"PEN NEEDLE, DIABETIC",HEALTHY ACCENTS UNIFINE PENTIP,1360,37474.89000000001
"PEN NEEDLE, DIABETIC",INCONTROL PEN NEEDLE,8519,204236.5700000001
"PEN NEEDLE, DIABETIC",INSULIN PEN NEEDLE,12,64.59
"PEN NEEDLE, DIABETIC",INSUPEN,4759,72598.07999999997
"PEN NEEDLE, DIABETIC",LITE TOUCH,1942,74972.67999999998
"PEN NEEDLE, DIABETIC",MINI ULTRA-THIN II,289,8458.660000000002
"PEN NEEDLE, DIABETIC",NOVOFINE,55685,2424058.440000004
"PEN NEEDLE, DIABETIC",NOVOFINE 32,121269,6603040.619999987
"PEN NEEDLE, DIABETIC",NOVOFINE PLUS,326,16580.059999999994
"PEN NEEDLE, DIABETIC",NOVOTWIST,13393,655919.6900000005
"PEN NEEDLE, DIABETIC",PEN NEEDLE,42840,803870.3800000004
"PEN NEEDLE, DIABETIC",PEN NEEDLES,23634,675275.1600000005
"PEN NEEDLE, DIABETIC",RELION PEN NEEDLES,1499,29750.199999999975
"PEN NEEDLE, DIABETIC",SURE COMFORT,39801,1205226.68
"PEN NEEDLE, DIABETIC",SURE-FINE PEN NEEDLES,127,3591.1899999999996
"PEN NEEDLE, DIABETIC",TOPCARE CLICKFINE,13,266.04
"PEN NEEDLE, DIABETIC",ULTICARE,69845,2658839.3800000018
"PEN NEEDLE, DIABETIC",ULTRA-THIN II,430,11090.310000000001
"PEN NEEDLE, DIABETIC",ULTRACOMFORT,11,119.74
"PEN NEEDLE, DIABETIC",UNIFINE PENTIPS,153571,3987756.290000005
"PEN NEEDLE, DIABETIC",UNIFINE PENTIPS PLUS,9504,271063.6
"PEN NEEDLE, DIABETIC, SAFETY",AUTOSHIELD PEN NEEDLE,139,5452.98
"PEN NEEDLE, DIABETIC, SAFETY",NOVOFINE AUTOCOVER,119658,6453925.620000006
"PEN NEEDLE,DUAL SAFETY,DIABETC",AUTOSHIELD DUO PEN NEEDLE,49458,2733942.1399999983
PENCICLOVIR,DENAVIR,1744,1359883.0599999994
PENICILLAMINE,CUPRIMINE,962,8997485.089999998
PENICILLAMINE,DEPEN,228,745154.84
PENICILLIN G BENZATHINE,BICILLIN L-A,1234,448069.1599999999
PENICILLIN G POTASSIUM,PENICILLIN G POTASSIUM,99,84968.77
PENICILLIN G POTASSIUM,PFIZERPEN,520,93207.62000000001
PENICILLIN G SODIUM,PENICILLIN G SODIUM,90,88035.20000000001
PENICILLIN V POTASSIUM,PENICILLIN V POTASSIUM,423934,3439494.8600000064
PENTAMIDINE ISETHIONATE,PENTAM 300,63,8029.15
PENTAZOCINE HCL/NALOXONE HCL,PENTAZOCINE-NALOXONE HCL,7626,1486380.6300000006
PENTOSAN POLYSULFATE SODIUM,ELMIRON,65813,47353066.879999876
PENTOXIFYLLINE,PENTOXIFYLLINE,302798,6033032.279999988
PERAMPANEL,FYCOMPA,9098,6326046.720000002
PERINDOPRIL ERBUMINE,PERINDOPRIL ERBUMINE,11271,366527.6500000005
PERIT. DIALYSIS#6 & DEX 1.5 %,DIANEAL WITH 1.5% DEXTROSE,158,40339.91
PERMETHRIN,PERMETHRIN,71596,6640612.940000001
PERPHENAZINE,PERPHENAZINE,229920,20600199.65999996
PERPHENAZINE/AMITRIPTYLINE HCL,PERPHENAZINE-AMITRIPTYLINE,24125,1698143.0299999996
PERTUZUMAB,PERJETA,476,2154350.0700000003
"PETROLATUM,WHITE",VASELINE PETROLEUM,12,98.64
PHENAZOPYRIDINE HCL,PHENAZOPYRIDINE HCL,34076,1872942.3399999961
PHENDIMETRAZINE TARTRATE,PHENDIMETRAZINE TARTRATE,15,522.45
PHENELZINE SULFATE,NARDIL,555,94527.78000000003
PHENELZINE SULFATE,PHENELZINE SULFATE,6307,483364.77000000054
PHENOBARBITAL,PHENOBARBITAL,486020,14824415.889999887
PHENOBARBITAL SODIUM,PHENOBARBITAL SODIUM,81,48869.64
PHENOXYBENZAMINE HCL,DIBENZYLINE,288,2460410.28
PHENOXYBENZAMINE HCL,PHENOXYBENZAMINE HCL,13,40346.73
PHENTERMINE HCL,PHENTERMINE HCL,38,365.41
PHENTOLAMINE MESYLATE,PHENTOLAMINE MESYLATE,34,8010.4800000000005
PHENYLEPHRINE HCL,PHENYLEPHRINE HCL,2201,42339.96
PHENYLEPHRINE HCL/PROMETH HCL,PROMETHAZINE VC,5262,227378.93000000008
PHENYTOIN,DILANTIN,17211,914634.8499999989
PHENYTOIN,DILANTIN-125,1582,191310.7199999999
PHENYTOIN,PHENYTOIN,196849,6966993.589999986
PHENYTOIN SODIUM,PHENYTOIN SODIUM,272,11620.000000000002
PHENYTOIN SODIUM EXTENDED,DILANTIN,185968,13290566.66999999
PHENYTOIN SODIUM EXTENDED,PHENYTEK,11897,702775.0500000013
PHENYTOIN SODIUM EXTENDED,PHENYTOIN SODIUM EXTENDED,1091843,42613034.64999944
PHOSPHORUS #1,K-PHOS NEUTRAL,323,10560.47
PHOSPHORUS #1,PHOSPHA 250 NEUTRAL,9494,335423.88999999996
PILOCARPINE HCL,ISOPTO CARPINE,109,9090.58
PILOCARPINE HCL,PILOCARPINE HCL,172126,17238690.650000006
PILOCARPINE HCL,SALAGEN,144,27122.079999999998
PIMECROLIMUS,ELIDEL,12384,5789887.490000008
PIMOZIDE,ORAP,5359,616623.9899999999
PIMOZIDE,PIMOZIDE,11,924.17
PINDOLOL,PINDOLOL,35229,2412401.3900000015
PIOGLITAZONE HCL,ACTOS,2175,1036510.8199999995
PIOGLITAZONE HCL,PIOGLITAZONE HCL,2090145,80102388.74999961
PIOGLITAZONE HCL/GLIMEPIRIDE,DUETACT,129,64786.48999999999
PIOGLITAZONE HCL/GLIMEPIRIDE,PIOGLITAZONE-GLIMEPIRIDE,3046,1133201.5
PIOGLITAZONE HCL/METFORMIN HCL,ACTOPLUS MET,421,192474.96000000002
PIOGLITAZONE HCL/METFORMIN HCL,ACTOPLUS MET XR,813,442429.58
PIOGLITAZONE HCL/METFORMIN HCL,PIOGLITAZONE-METFORMIN,88221,16792285.559999976
PIPERACILLIN SODIUM/TAZOBACTAM,PIPERACILLIN-TAZOBACTAM,12069,2164991.8800000004
PIPERACILLIN SODIUM/TAZOBACTAM,ZOSYN,140,31391.499999999996
"PIPERACILLIN-TAZO-DEXTROSE,ISO",ZOSYN,2476,646698.3700000002
PIRFENIDONE,ESBRIET,23358,184827767.24000004
PIROXICAM,FELDENE,48,11890.199999999999
PIROXICAM,PIROXICAM,74756,5937971.58
PITAVASTATIN CALCIUM,LIVALO,143953,35223014.599999964
PLERIXAFOR,MOZOBIL,12,223897.81
PN85/IRON CB&ASP G/FA/DHA/FISH,OB COMPLETE ONE,15,1780.63
PNEUMOC 13-VAL CONJ-DIP CRM/PF,PREVNAR 13,830,132559.18
"PNV #15/IRON FUM,PS/FOLIC ACID",FOLIVANE-OB,25,594.1500000000001
PNV #38/IRON FUM/FOLATE/DHA,PRENATE DHA,13,1475.37
PNV #78/IRON ASP GLY/FA#1/DHA,PRENATE DHA,24,3198.82
PNV #87/IRON BISGLY/FA/DHA,NESTABS DHA,12,1036.39
PNV 11-IRON FUM-FOLIC ACID-OM3,C-NATE DHA,12,613.98
PNV 11-IRON FUM-FOLIC ACID-OM3,RELNATE DHA,12,2295.84
"PNV 18/FE,CARB/FA/DSS/UBI/DHA",PREQUE 10,11,824.63
PNV COMBO#47/IRON/FA #1/DHA,PNV-DHA,86,4214.66
PNV COMBO#47/IRON/FA #1/DHA,VIRT-PN DHA,59,3397.8999999999996
PNV NO.118/IRON FUMARATE/FA,SE-NATAL 19,59,1492.99
PNV NO10/IRON FUM&P/FA/OMEGA-3,SE-TAN DHA,27,1902.5
PNV W-CA #40/IRON FUM/FA CMB#1,PNV-SELECT,28,1978.83
PNV W-CA #40/IRON FUM/FA CMB#1,VIRT-PN,13,627.77
PNV W-CA #40/IRON FUM/FA CMB#1,ZATEAN-PN,11,522.52
PNV W-CA NO.37/IRON/FA/OMEGA-3,ULTIMATECARE ONE,12,401.88
PNV WITH CA #68/IRON/FA#1/DHA,VIRT-PN PLUS,22,1334.74
PNV WITH CA #68/IRON/FA#1/DHA,ZATEAN-PN PLUS,24,1426.07
PNV WITH CA#74/IRON/FOLIC ACID,VOL-PLUS,2169,35396.13999999999
"PNV WITH CA,NO.70/IRON/FA/DHA",NATELLE ONE,11,1580.83
"PNV WITH CA,NO.72/IRON,CARB/FA",PRENATAL PLUS,451,2716.13
"PNV WITH CA,NO.72/IRON/FA",PRENATAL PLUS,25437,332917.3699999996
"PNV WITH CA,NO.72/IRON/FA",PRENATAL VITAMIN PLUS LOW IRON,1458,15843.890000000005
"PNV WITH CA,NO.72/IRON/FA",PREPLUS,4172,53355.929999999986
PNV#16/IRON FUM & PS/FA/OM-3,CONCEPT DHA,34,950.5899999999999
PNV#16/IRON FUM & PS/FA/OM-3,TARON-C DHA,35,1034.2
PNV#26/IRON POLY/FA/DHA,VITAFOL-ONE,38,4840.41
PNV#67/IRON PS/FA CMB#1/DHA,VITAFOL ULTRA,24,2265.99
PNV119/IRON FUMARATE/FA/DSS,SE-NATAL 19,344,6065.7
PNV2/IRON B-G SUC-P/FA/OMEGA-3,COMPLETE NATAL DHA,12,291.48
PNV22/IRON CBN&GLUC/FA/DSS/DHA,CITRANATAL DHA,11,790.13
PNV66/IRON FUMARATE/FA/DSS/DHA,FOLCAL DHA,13,541.77
PNV66/IRON FUMARATE/FA/DSS/DHA,VIRTPREX,13,0.04
"PNV69/IRON,CARBONYL/FA/DSS/DHA",PRENAISSANCE PLUS,25,1202.01
"PNV72/IRON,CARB&GLU/FA/DSS/DHA",CITRANATAL 90 DHA,56,4945.3
"PNV76/IRON,CARB&GLU/FA/DSS/DHA",CITRANATAL DHA,12,957.79
PODOFILOX,CONDYLOX,11,4411.16
PODOFILOX,PODOFILOX,304,23202.0
"POLIOMYELITIS VACCINE, KILLED",IPOL,131,5874.45
POLYETHYLENE GLYCOL 3350,POLYETHYLENE GLYCOL 3350,3083093,67290557.85999976
POLYMYXIN B SULF/TRIMETHOPRIM,POLYMYXIN B SUL-TRIMETHOPRIM,156715,1342196.1099999992
POLYMYXIN B SULF/TRIMETHOPRIM,POLYTRIM,14,798.68
POLYMYXIN B SULFATE,POLYMYXIN B SULFATE,3175,250736.11000000004
POMALIDOMIDE,POMALYST,19373,225092661.2199999
PONATINIB HCL,ICLUSIG,789,12632566.420000006
POSACONAZOLE,NOXAFIL,3509,18785098.78
POT CHLORIDE/POT BICARB/CIT AC,POTASSIUM CHLORIDE,440,22193.94
POTASSIUM ACETATE,POTASSIUM ACETATE,137,8365.8
POTASSIUM BICARBONATE/CIT AC,EFFER-K,367,6623.19
POTASSIUM BICARBONATE/CIT AC,K EFFERVESCENT,783,20838.479999999996
POTASSIUM BICARBONATE/CIT AC,KLOR-CON-EF,518,15790.42
POTASSIUM BICARBONATE/CIT AC,POTASSIUM BICARBONATE,333,3928.0999999999995
POTASSIUM CHLORIDE,K-SOL,804,114768.36
POTASSIUM CHLORIDE,K-TAB ER,198875,6887341.220000011
POTASSIUM CHLORIDE,KLOR-CON,4585,981630.3600000001
POTASSIUM CHLORIDE,KLOR-CON 10,322757,8145506.299999997
POTASSIUM CHLORIDE,KLOR-CON 8,105983,2949923.329999994
POTASSIUM CHLORIDE,KLOR-CON M10,624317,13510883.999999955
POTASSIUM CHLORIDE,KLOR-CON M15,1807,68962.12999999999
POTASSIUM CHLORIDE,KLOR-CON M20,1918123,45914180.479999654
POTASSIUM CHLORIDE,KLOR-CON SPRINKLE,78,2418.5299999999997
POTASSIUM CHLORIDE,POTASSIUM CHLORIDE,13603093,387498342.1099957
POTASSIUM CHLORIDE IN 0.9%NACL,POTASSIUM CHL-NORMAL SALINE,747,38585.03
POTASSIUM CHLORIDE IN D5W,DEXTROSE 5%-POTASSIUM CHLORIDE,17,166.11
POTASSIUM CHLORIDE-0.45% NACL,POTASSIUM CHLORIDE-NACL,118,2284.04
POTASSIUM CHLORIDE/D5-0.2%NACL,DEXTROSE 5%-0.225% NACL-KCL,11,94.66
POTASSIUM CHLORIDE/D5-0.45NACL,DEXTROSE 5%-0.45% NACL-KCL,888,18766.640000000003
POTASSIUM CHLORIDE/D5-0.45NACL,DEXTROSE 5%-1/2NS-KCL,161,4937.68
POTASSIUM CHLORIDE/D5-0.9%NACL,DEXTROSE 5%-NS-KCL,91,3253.26
POTASSIUM CITRATE,POTASSIUM CITRATE ER,213161,38006066.84000005
POTASSIUM CITRATE,UROCIT-K,583,134618.54
POTASSIUM CITRATE/CITRIC ACID,CYTRA-K,33,3754.04
POTASSIUM CITRATE/CITRIC ACID,POTASSIUM CITRATE-CITRIC ACID,85,6199.66
"POTASSIUM PHOS,M-BASIC-D-BASIC",POTASSIUM PHOSPHATE,80,5636.49
"POTASSIUM PHOSPHATE,MONOBASIC",K-PHOS ORIGINAL,1210,34973.31
POVIDONE-IODINE,BETADINE,65,847.72
PRAMIPEXOLE DI-HCL,MIRAPEX,1962,765755.37
PRAMIPEXOLE DI-HCL,MIRAPEX ER,6191,3753874.990000003
PRAMIPEXOLE DI-HCL,PRAMIPEXOLE DIHYDROCHLORIDE,1300483,36188381.30000007
PRAMIPEXOLE DI-HCL,PRAMIPEXOLE ER,1837,1032026.1499999996
PRAMLINTIDE ACETATE,SYMLINPEN 120,4469,5563096.7
PRAMLINTIDE ACETATE,SYMLINPEN 60,1014,783353.0100000001
PRASUGREL HCL,EFFIENT,319984,130248890.98000017
PRAVASTATIN SODIUM,PRAVACHOL,2120,363242.75
PRAVASTATIN SODIUM,PRAVASTATIN SODIUM,13642157,397539911.99000204
PRAZOSIN HCL,MINIPRESS,24,2013.51
PRAZOSIN HCL,PRAZOSIN HCL,350891,9499443.960000006
PREDNICARBATE,DERMATOP,12,1582.05
PREDNICARBATE,PREDNICARBATE,547,46705.14000000001
PREDNISOLONE,MILLIPRED,309,51736.590000000004
PREDNISOLONE,PREDNISOLONE,19142,161020.42
PREDNISOLONE ACETATE,OMNIPRED,95,11051.19
PREDNISOLONE ACETATE,PRED FORTE,9706,1576182.6599999992
PREDNISOLONE ACETATE,PRED MILD,3434,472505.48
PREDNISOLONE ACETATE,PREDNISOLONE ACETATE,2403661,148774833.76999974
PREDNISOLONE SOD PHOSPHATE,PREDNISOLONE SODIUM PHOSPHATE,6277,216478.44999999984
PREDNISONE,PREDNISONE,10471608,81422027.96999985
PREDNISONE,PREDNISONE INTENSOL,11,2342.69
PREDNISONE,RAYOS,1602,3756296.77
PREGABALIN,LYRICA,4050417,1485247128.2999985
PRENAT VIT COMB.10/IRON/FA/DHA,VITAFOL-OB+DHA,59,6154.95
PRENATAL #103/IRON FUMARATE/FA,TRICARE,70,2175.8
PRENATAL #57/IRON/FA/DSS/DHA,EXTRA-VIRT PLUS DHA,11,790.7
PRENATAL #79/IRON ASP GLY/FA#1,PRENATE ELITE,12,1728.01
PRENATAL NO.13/IRON PS/FA CB#1,SELECT-OB,11,558.77
PRENATAL NO.25/IRON/FA #6/DHA,VITAMEDMD ONE RX,24,2417.07
PRENATAL NO.39/IRON/FA #6/DHA,VITAMEDMD PLUS RX,14,1415.54
PRENATAL VIT #68/IRON/FA#6/DHA,PRENATE ENHANCE,11,1378.94
"PRENATAL VIT #76/IRON,CARB/FA",PNV 29-1,11,197.23
PRENATAL VIT 16/IRON CB/FA/DSS,TRINATAL GT,45,501.3
PRENATAL VIT 16/IRON CB/FA/DSS,VIRT-VITE GT,97,0.31999999999999995
PRENATAL VIT COMB.10/IRON/FA,VITAFOL-OB,11,419.94
PRENATAL VIT NO.112/FOLIC ACID,PRENATE CHEWABLE,11,1339.59
PRENATAL VIT NO.44/IRON/FA/DHA,PRENATE MINI,24,3124.27
PRENATAL VIT NO.73/IRON/FA,VIRT NATE,49,0.15
PRENATAL VIT NO.73/IRON/FA,VOL-NATE,101,1512.3400000000001
PRENATAL VIT NO.78/IRON/FA,PRENATABS FA,42,491.37
PRENATAL VIT/IRON FUMARATE/FA,O-CAL FA,11,88.72
"PRENATAL VIT27,CALCIUM/IRON/FA",TRINATAL RX 1,75,649.71
PRENATAL VIT37/IRON/FOLIC ACID,PRENATA,13,169.24
PRENATAL VITS #33/IRON/FA/DHA,SELECT-OB + DHA,42,5446.77
PRENATAL56/IRON/FOLIC ACID/DHA,OB COMPLETE PETITE,11,1883.7
PRIMAQUINE PHOSPHATE,PRIMAQUINE,63,3514.03
PRIMIDONE,MYSOLINE,2394,6933984.979999999
PRIMIDONE,PRIMIDONE,850441,15832029.459999967
PROBENECID,PROBENECID,39250,1403255.6399999997
PROCARBAZINE HCL,MATULANE,37,71305.88
PROCHLORPERAZINE,COMPRO,1929,165170.71
PROCHLORPERAZINE,PROCHLORPERAZINE,2370,244441.41999999995
PROCHLORPERAZINE EDISYLATE,PROCHLORPERAZINE EDISYLATE,124,32215.809999999998
PROCHLORPERAZINE MALEATE,PROCHLORPERAZINE MALEATE,366042,2786771.5699999984
PROGESTERONE,PROGESTERONE,27,1624.58
PROGESTERONE,PROGESTERONE IN OIL,24,1998.9899999999998
"PROGESTERONE,MICRONIZED",CRINONE,105,9572.15
"PROGESTERONE,MICRONIZED",PROGESTERONE,136957,9537136.390000017
"PROGESTERONE,MICRONIZED",PROMETRIUM,1348,157457.89999999997
PROMETHAZINE HCL,PHENADOZ,2388,360211.97999999975
PROMETHAZINE HCL,PHENERGAN,11,652.43
PROMETHAZINE HCL,PROMETHAZINE HCL,1059552,11472802.070000065
PROMETHAZINE HCL,PROMETHEGAN,3188,732929.66
PROMETHAZINE HCL/CODEINE,PROMETHAZINE-CODEINE,1177,6205.49
PROMETHAZINE/DEXTROMETHORPHAN,PROMETHAZINE-DM,492,2500.06
PROPAFENONE HCL,PROPAFENONE HCL,228112,8744310.509999994
PROPAFENONE HCL,PROPAFENONE HCL ER,49693,25229281.450000048
PROPAFENONE HCL,RYTHMOL,276,136564.28999999998
PROPAFENONE HCL,RYTHMOL SR,1965,1203330.4900000002
PROPANTHELINE BROMIDE,PROPANTHELINE BROMIDE,903,49342.46000000001
PROPARACAINE HCL,PROPARACAINE HCL,183,4589.08
PROPRANOLOL HCL,INDERAL LA,2788,1969907.8099999991
PROPRANOLOL HCL,INNOPRAN XL,1078,624431.09
PROPRANOLOL HCL,PROPRANOLOL HCL,1510738,33262506.89999973
PROPRANOLOL HCL,PROPRANOLOL HCL ER,583000,51623211.07999988
PROPRANOLOL/HYDROCHLOROTHIAZID,PROPRANOLOL-HYDROCHLOROTHIAZID,3658,146181.14000000007
PROPYLTHIOURACIL,PROPYLTHIOURACIL,33774,1923794.3600000045
PROTRIPTYLINE HCL,PROTRIPTYLINE HCL,4754,697930.2200000002
PSEUDOEPHEDRINE HCL/ACRIVAS,SEMPREX-D,514,134346.56000000003
PYRAZINAMIDE,PYRAZINAMIDE,324,37214.9
PYRIDOSTIGMINE BROMIDE,MESTINON,8275,9249477.87000001
PYRIDOSTIGMINE BROMIDE,PYRIDOSTIGMINE BROMIDE,131354,11973470.21000003
PYRIDOSTIGMINE BROMIDE,PYRIDOSTIGMINE BROMIDE ER,342,305018.76999999996
